image,response,pred_label,pred_conf
bird3-bottle2,bottle,bottle,0.9091796875
bird9-elephant2,elephant,elephant,0.869140625
bird4-clock1,keyboard,keyboard,0.474853515625
bird6-oven1,oven,oven,0.578125
bird8-car2,car,car,0.2890625
bird8-boat3,boat,boat,0.453369140625
bird4-bicycle2,bicycle,bicycle,0.5009765625
bird1-truck1,car,car,0.2646484375
bird10-bear2,bear,bear,0.353271484375
bird9-bear3,bear,bear,0.459228515625
bird5-dog2,bird,bird,0.93896484375
bird5-cat2,dog,dog,0.33740234375
bird6-airplane2,boat,boat,0.271728515625
bird9-dog2,bird,bird,0.6689453125
bird5-chair1,chair,chair,0.7607421875
bird1-chair2,chair,chair,0.513671875
airplane2-bear1,bear,bear,0.441162109375
airplane5-oven3,oven,oven,0.990234375
airplane2-bicycle1,bicycle,bicycle,0.87939453125
airplane10-car3,car,car,0.81005859375
airplane2-bird3,cat,cat,0.22607421875
airplane4-bear3,bear,bear,0.363525390625
airplane9-oven2,oven,oven,0.6787109375
airplane9-clock1,keyboard,keyboard,0.53173828125
airplane6-knife1,bottle,bottle,0.2357177734375
airplane1-clock1,airplane,airplane,0.62890625
airplane3-car1,car,car,0.8994140625
airplane9-car2,car,car,0.93701171875
airplane10-elephant1,elephant,elephant,0.96728515625
airplane4-cat3,cat,cat,0.59716796875
airplane5-boat3,boat,boat,0.382080078125
airplane3-dog1,dog,dog,0.41162109375
airplane9-knife3,bottle,bottle,0.9033203125
airplane5-bird2,bird,bird,0.59423828125
airplane5-dog3,dog,dog,0.9736328125
airplane5-chair3,chair,chair,0.93896484375
airplane6-bear3,bear,bear,0.4482421875
airplane4-elephant1,elephant,elephant,0.99853515625
airplane1-elephant1,elephant,elephant,0.96728515625
airplane8-truck3,keyboard,keyboard,0.2325439453125
airplane10-knife3,bottle,bottle,0.466796875
airplane4-airplane1,airplane,airplane,0.9736328125
airplane8-clock2,keyboard,keyboard,0.308837890625
airplane10-truck1,car,car,0.62353515625
airplane4-bottle1,bottle,bottle,0.95751953125
airplane9-truck1,car,car,0.556640625
airplane7-clock3,clock,clock,0.703125
airplane7-airplane3,airplane,airplane,0.796875
airplane8-bird1,bird,bird,0.53076171875
airplane10-oven2,oven,oven,0.94580078125
airplane5-knife1,bottle,bottle,0.41845703125
airplane8-bicycle3,keyboard,keyboard,0.237060546875
airplane4-bicycle2,bicycle,bicycle,0.73681640625
airplane6-chair3,chair,chair,0.43603515625
airplane5-bear2,dog,dog,0.326904296875
airplane4-truck2,car,car,0.7939453125
airplane7-car1,car,car,0.9609375
airplane7-bird3,bird,bird,0.393310546875
airplane1-bicycle2,bicycle,bicycle,0.74267578125
airplane4-dog2,cat,cat,0.465087890625
airplane10-airplane1,airplane,airplane,0.99169921875
airplane8-oven2,oven,oven,0.58154296875
airplane10-cat2,cat,cat,0.426513671875
airplane8-elephant3,elephant,elephant,0.994140625
airplane5-bottle3,bottle,bottle,0.86767578125
airplane4-car1,car,car,0.95166015625
airplane7-boat2,airplane,airplane,0.38427734375
airplane6-keyboard3,bird,bird,0.1854248046875
airplane3-elephant1,elephant,elephant,0.99755859375
airplane7-truck1,car,car,0.5205078125
airplane6-bottle2,bottle,bottle,0.875
airplane9-keyboard2,keyboard,keyboard,0.94091796875
airplane10-dog3,dog,dog,0.54541015625
airplane2-bottle1,bottle,bottle,0.98388671875
airplane4-boat3,boat,boat,0.461181640625
airplane7-bottle3,bottle,bottle,0.6748046875
airplane3-keyboard2,keyboard,keyboard,0.90283203125
airplane9-boat1,boat,boat,0.841796875
airplane9-airplane2,airplane,airplane,0.97119140625
airplane4-knife1,keyboard,keyboard,0.33984375
airplane7-keyboard1,keyboard,keyboard,0.45703125
airplane3-clock1,clock,clock,0.7607421875
airplane3-cat1,cat,cat,0.873046875
airplane5-bicycle1,bicycle,bicycle,0.75244140625
airplane3-airplane2,airplane,airplane,0.888671875
airplane2-dog1,cat,cat,0.57373046875
airplane7-cat3,cat,cat,0.84375
airplane3-chair3,chair,chair,0.74951171875
airplane4-bird3,cat,cat,0.3330078125
airplane1-chair2,keyboard,keyboard,0.2418212890625
airplane3-oven1,oven,oven,0.53662109375
airplane4-keyboard3,keyboard,keyboard,0.297119140625
airplane10-boat3,boat,boat,0.465576171875
airplane8-chair1,chair,chair,0.7578125
airplane2-cat1,cat,cat,0.7822265625
airplane10-bear3,bear,bear,0.62060546875
clock7-boat3,clock,clock,0.56103515625
clock8-truck2,car,car,0.7451171875
clock6-clock2,clock,clock,0.99853515625
clock7-car1,car,car,0.873046875
clock10-oven2,oven,oven,0.921875
clock10-airplane1,clock,clock,0.93408203125
clock4-chair1,chair,chair,0.330078125
clock8-oven3,oven,oven,0.98388671875
clock2-knife1,clock,clock,0.94140625
clock1-clock2,clock,clock,0.822265625
clock8-bear2,clock,clock,0.99755859375
clock9-keyboard2,keyboard,keyboard,0.6376953125
clock4-elephant2,clock,clock,0.8662109375
clock10-cat1,dog,dog,0.74951171875
clock6-chair3,chair,chair,0.9267578125
clock7-bicycle1,clock,clock,0.9267578125
clock9-airplane1,clock,clock,0.68408203125
clock5-bicycle1,clock,clock,0.3466796875
clock3-cat1,clock,clock,0.978515625
clock10-bottle1,bottle,bottle,0.99560546875
clock2-clock3,clock,clock,0.9990234375
clock7-cat2,clock,clock,0.8544921875
clock3-keyboard3,clock,clock,0.97119140625
clock10-boat2,car,car,0.5712890625
clock7-bear2,clock,clock,0.998046875
clock8-cat1,clock,clock,0.93212890625
clock9-bird2,clock,clock,0.99658203125
clock10-knife3,chair,chair,0.273193359375
clock4-bottle3,clock,clock,0.85888671875
clock9-chair3,chair,chair,0.84912109375
clock8-boat1,clock,clock,0.430419921875
clock2-bottle3,clock,clock,0.9990234375
clock4-knife1,clock,clock,0.4033203125
clock1-bear1,cat,cat,0.71484375
clock8-keyboard1,clock,clock,0.98876953125
clock2-elephant2,clock,clock,0.9970703125
clock8-airplane2,car,car,0.41064453125
clock6-oven1,oven,oven,0.55126953125
clock2-bicycle1,clock,clock,0.98486328125
clock10-truck2,truck,truck,0.56494140625
clock4-oven1,oven,oven,0.73876953125
clock6-bird3,clock,clock,0.99365234375
clock7-bottle2,bottle,bottle,0.98974609375
clock10-dog3,dog,dog,0.904296875
clock4-car2,car,car,0.6962890625
clock10-clock3,clock,clock,0.99658203125
clock3-car2,car,car,0.5673828125
clock3-bird1,clock,clock,0.998046875
clock3-dog2,clock,clock,0.99951171875
clock2-dog1,cat,cat,0.263427734375
clock7-dog2,clock,clock,1.0
clock6-truck3,car,car,0.459716796875
clock3-bicycle2,clock,clock,0.9931640625
clock4-boat3,boat,boat,0.54931640625
clock6-knife2,car,car,0.294677734375
clock4-airplane1,clock,clock,0.80615234375
clock7-truck3,car,car,0.59814453125
clock3-elephant3,clock,clock,0.99072265625
clock1-truck3,truck,truck,0.373779296875
clock4-bird3,clock,clock,0.99951171875
clock1-dog2,cat,cat,0.33056640625
clock8-knife1,clock,clock,0.97314453125
clock5-elephant2,clock,clock,0.9970703125
clock3-bear3,clock,clock,0.662109375
clock6-car2,car,car,0.482421875
clock10-bird3,cat,cat,0.33447265625
clock1-car1,car,car,0.92333984375
clock5-airplane1,clock,clock,0.95068359375
clock7-keyboard2,clock,clock,0.93896484375
clock9-cat1,cat,cat,0.5986328125
clock8-chair2,clock,clock,0.461181640625
clock5-oven1,clock,clock,0.7822265625
clock1-elephant2,elephant,elephant,0.99462890625
clock1-boat3,boat,boat,0.83935546875
clock5-chair3,chair,chair,0.72802734375
clock5-keyboard1,clock,clock,0.369873046875
clock2-bear2,clock,clock,0.97607421875
clock6-bicycle1,clock,clock,0.98876953125
clock5-clock2,clock,clock,0.99853515625
clock6-bottle1,bottle,bottle,0.966796875
dog5-bear3,bear,bear,0.943359375
dog1-knife3,elephant,elephant,0.4736328125
dog2-bicycle2,bicycle,bicycle,0.6669921875
dog9-bottle1,bottle,bottle,0.98974609375
dog7-chair2,chair,chair,0.814453125
dog2-bottle2,bottle,bottle,0.9453125
dog3-boat1,car,car,0.184814453125
dog2-dog3,dog,dog,0.99169921875
dog10-car3,car,car,0.8828125
dog3-dog1,dog,dog,0.50341796875
dog3-keyboard1,dog,dog,0.5498046875
dog3-clock1,keyboard,keyboard,0.38427734375
dog10-oven2,oven,oven,0.399658203125
dog4-truck2,car,car,0.92138671875
dog3-elephant2,elephant,elephant,0.87060546875
dog10-truck2,car,car,0.86767578125
dog7-oven2,keyboard,keyboard,0.50927734375
dog10-airplane1,keyboard,keyboard,0.45703125
dog6-bicycle1,keyboard,keyboard,0.2666015625
dog5-truck2,car,car,0.50439453125
dog6-cat1,dog,dog,0.97607421875
dog4-bottle2,bottle,bottle,0.98779296875
dog10-clock1,keyboard,keyboard,0.70703125
dog9-cat1,cat,cat,0.7783203125
dog6-clock1,clock,clock,0.6337890625
dog9-chair2,keyboard,keyboard,0.51953125
dog7-bird3,dog,dog,0.98291015625
dog10-bottle1,bottle,bottle,0.98974609375
dog8-bear3,dog,dog,0.53466796875
dog5-boat3,truck,truck,0.29150390625
dog9-boat1,boat,boat,0.5234375
dog2-cat1,dog,dog,0.9853515625
dog3-bird2,dog,dog,0.9716796875
dog8-keyboard3,car,car,0.55615234375
dog10-dog1,dog,dog,0.421142578125
dog6-truck2,car,car,0.5244140625
dog4-chair1,chair,chair,0.8779296875
dog8-bottle2,bottle,bottle,0.9912109375
dog1-bear1,bear,bear,0.98046875
dog8-chair3,chair,chair,0.6357421875
dog5-car3,car,car,0.849609375
dog9-bicycle3,bicycle,bicycle,0.3408203125
dog6-elephant2,elephant,elephant,0.97119140625
dog1-chair1,chair,chair,0.68505859375
dog4-oven1,truck,truck,0.4033203125
dog9-car1,car,car,0.89599609375
dog1-dog2,dog,dog,0.99462890625
dog10-bicycle1,bicycle,bicycle,0.364501953125
dog4-cat3,cat,cat,0.94775390625
dog3-bear3,dog,dog,0.53125
dog3-truck2,car,car,0.79443359375
dog1-boat3,car,car,0.351318359375
dog5-knife2,keyboard,keyboard,0.2486572265625
dog1-airplane3,airplane,airplane,0.5986328125
dog2-airplane2,car,car,0.66064453125
dog5-elephant1,elephant,elephant,0.8583984375
dog4-elephant2,elephant,elephant,0.65087890625
dog1-bird1,dog,dog,0.9443359375
dog7-keyboard3,bottle,bottle,0.58251953125
dog8-dog3,dog,dog,0.9365234375
dog10-keyboard2,keyboard,keyboard,0.78564453125
dog4-keyboard2,keyboard,keyboard,0.8369140625
dog8-boat3,chair,chair,0.2073974609375
dog1-car2,car,car,0.84326171875
dog4-airplane3,airplane,airplane,0.64404296875
dog1-cat3,dog,dog,0.9921875
dog10-elephant1,elephant,elephant,0.95703125
dog3-knife3,dog,dog,0.45361328125
dog7-knife3,bottle,bottle,0.513671875
dog8-clock2,bicycle,bicycle,0.32373046875
dog6-bird1,dog,dog,0.8828125
dog5-oven1,truck,truck,0.5087890625
dog4-bicycle1,airplane,airplane,0.1932373046875
dog8-oven3,oven,oven,0.82177734375
dog7-car2,car,car,0.75537109375
dog9-bear3,bear,bear,0.8603515625
dog2-knife3,knife,knife,0.29931640625
dog4-bird1,dog,dog,0.466064453125
dog9-airplane3,dog,dog,0.431884765625
dog4-clock1,clock,clock,0.595703125
oven9-chair1,car,car,0.62744140625
oven3-airplane1,keyboard,keyboard,0.203125
oven7-cat1,cat,cat,0.5771484375
oven5-bicycle1,car,car,0.36474609375
oven6-bird1,chair,chair,0.74853515625
oven6-knife3,knife,knife,0.212158203125
oven7-elephant1,elephant,elephant,0.99755859375
oven10-cat2,cat,cat,0.7275390625
oven2-dog3,cat,cat,0.46484375
oven5-bottle3,bottle,bottle,0.986328125
oven7-keyboard1,keyboard,keyboard,0.6572265625
oven9-clock2,clock,clock,0.6171875
oven7-bottle1,bottle,bottle,0.99072265625
oven3-boat3,truck,truck,0.32958984375
oven10-airplane2,car,car,0.54638671875
oven9-boat2,boat,boat,0.681640625
oven5-keyboard2,keyboard,keyboard,0.90087890625
oven9-bear2,cat,cat,0.343994140625
oven2-bicycle1,bicycle,bicycle,0.4130859375
oven8-cat3,cat,cat,0.505859375
oven3-knife1,keyboard,keyboard,0.46435546875
oven6-airplane3,car,car,0.48193359375
oven4-truck3,truck,truck,0.473388671875
oven10-boat2,oven,oven,0.299560546875
oven1-cat1,cat,cat,0.97216796875
oven8-keyboard3,keyboard,keyboard,0.7548828125
oven4-elephant3,elephant,elephant,0.626953125
oven7-clock2,keyboard,keyboard,0.41748046875
oven2-oven3,oven,oven,1.0
oven4-bottle2,bottle,bottle,0.990234375
oven3-car2,car,car,0.79052734375
oven3-elephant3,elephant,elephant,0.51123046875
oven2-chair1,chair,chair,0.79736328125
oven1-boat3,boat,boat,0.841796875
oven10-bicycle1,car,car,0.26953125
oven7-car3,car,car,0.77978515625
oven5-elephant1,elephant,elephant,0.9765625
oven9-keyboard1,oven,oven,0.375244140625
oven4-chair1,chair,chair,0.59033203125
oven6-bear2,bear,bear,0.282470703125
oven3-bottle3,bottle,bottle,0.880859375
oven4-bicycle2,car,car,0.38671875
oven1-clock3,clock,clock,0.3486328125
oven7-oven1,oven,oven,0.99951171875
oven2-car1,car,car,0.85498046875
oven2-bottle1,bottle,bottle,0.9951171875
oven9-car2,car,car,0.8310546875
oven4-keyboard3,keyboard,keyboard,0.288330078125
oven6-chair3,chair,chair,0.98046875
oven2-bear3,cat,cat,0.57275390625
oven3-clock3,clock,clock,0.92138671875
oven4-dog1,cat,cat,0.408203125
oven3-bear2,cat,cat,0.2939453125
oven9-airplane2,car,car,0.72265625
oven9-oven1,oven,oven,0.99853515625
oven6-truck1,car,car,0.84521484375
oven9-bird3,oven,oven,0.30615234375
oven10-truck2,oven,oven,0.457275390625
oven10-oven3,oven,oven,0.99853515625
oven3-truck1,car,car,0.53125
oven6-oven3,oven,oven,0.99755859375
oven3-cat2,cat,cat,0.57275390625
oven9-knife3,bottle,bottle,0.263916015625
oven7-dog2,chair,chair,0.93212890625
oven1-bird3,oven,oven,0.1995849609375
oven4-knife2,oven,oven,0.96826171875
oven4-clock2,car,car,0.87109375
oven8-knife2,oven,oven,0.59716796875
oven5-dog3,dog,dog,0.77490234375
oven2-boat3,oven,oven,0.2265625
oven5-airplane1,airplane,airplane,0.40185546875
oven2-bird2,oven,oven,0.9658203125
oven10-bear1,cat,cat,0.7822265625
oven1-dog3,dog,dog,0.472900390625
oven6-elephant2,elephant,elephant,0.97216796875
oven4-car1,car,car,0.9287109375
oven6-bicycle1,car,car,0.2802734375
oven2-truck3,oven,oven,0.6103515625
oven8-chair1,chair,chair,0.79931640625
oven5-bird1,chair,chair,0.6708984375
elephant8-airplane3,car,car,0.333984375
elephant6-cat2,cat,cat,0.81884765625
elephant7-bear3,dog,dog,0.517578125
elephant10-keyboard1,keyboard,keyboard,0.48876953125
elephant5-chair3,chair,chair,0.8408203125
elephant1-bear2,bear,bear,0.55810546875
elephant6-car3,car,car,0.7890625
elephant6-knife2,oven,oven,0.2127685546875
elephant4-boat3,boat,boat,0.2269287109375
elephant4-chair3,chair,chair,0.892578125
elephant1-chair1,chair,chair,0.72314453125
elephant10-bear1,elephant,elephant,0.81591796875
elephant7-car3,car,car,0.68701171875
elephant4-oven1,bear,bear,0.2198486328125
elephant9-bicycle2,car,car,0.44873046875
elephant5-bottle2,bottle,bottle,0.96044921875
elephant6-bird1,elephant,elephant,0.8466796875
elephant9-airplane2,airplane,airplane,0.63818359375
elephant7-clock2,clock,clock,0.331298828125
elephant2-clock1,keyboard,keyboard,0.40283203125
elephant2-bird1,cat,cat,0.346923828125
elephant3-chair1,chair,chair,0.8095703125
elephant5-bicycle3,keyboard,keyboard,0.270263671875
elephant2-truck2,car,car,0.60986328125
elephant8-bird2,elephant,elephant,0.7294921875
elephant6-dog2,dog,dog,0.97998046875
elephant9-boat3,elephant,elephant,0.80859375
elephant7-knife2,knife,knife,0.37939453125
elephant4-car3,car,car,0.65283203125
elephant2-boat1,car,car,0.625
elephant6-truck3,car,car,0.8095703125
elephant8-elephant1,elephant,elephant,0.96337890625
elephant8-bicycle3,keyboard,keyboard,0.30517578125
elephant7-bird1,elephant,elephant,0.90966796875
elephant2-cat1,cat,cat,0.86669921875
elephant6-bicycle1,bicycle,bicycle,0.375732421875
elephant5-car1,car,car,0.953125
elephant7-bottle3,elephant,elephant,0.346435546875
elephant2-bear3,bear,bear,0.97412109375
elephant3-knife1,bottle,bottle,0.213623046875
elephant8-knife2,oven,oven,0.28955078125
elephant1-keyboard3,bottle,bottle,0.5166015625
elephant5-truck1,truck,truck,0.4169921875
elephant4-bird1,elephant,elephant,0.46923828125
elephant6-bottle2,bottle,bottle,0.95263671875
elephant8-truck3,chair,chair,0.329345703125
elephant5-bear2,elephant,elephant,0.96533203125
elephant9-dog3,dog,dog,0.96533203125
elephant9-elephant3,elephant,elephant,1.0
elephant5-elephant1,elephant,elephant,0.994140625
elephant2-bottle3,keyboard,keyboard,0.283447265625
elephant9-chair2,bottle,bottle,0.423828125
elephant1-car3,car,car,0.8115234375
elephant1-oven2,oven,oven,0.82421875
elephant4-clock3,clock,clock,0.8212890625
elephant8-clock2,oven,oven,0.400390625
elephant3-cat2,cat,cat,0.849609375
elephant8-boat2,boat,boat,0.9208984375
elephant4-bicycle2,keyboard,keyboard,0.44189453125
elephant3-truck1,elephant,elephant,0.434326171875
elephant3-oven1,oven,oven,0.20068359375
elephant7-dog1,dog,dog,0.50048828125
elephant7-airplane3,car,car,0.2359619140625
elephant8-dog1,dog,dog,0.5400390625
elephant2-airplane3,car,car,0.272705078125
elephant1-airplane2,bear,bear,0.294677734375
elephant10-knife3,knife,knife,0.2132568359375
elephant10-elephant1,elephant,elephant,1.0
elephant9-clock3,elephant,elephant,0.7802734375
elephant8-oven3,oven,oven,0.99462890625
elephant1-boat2,truck,truck,0.272705078125
elephant6-oven1,car,car,0.384033203125
elephant2-elephant3,elephant,elephant,1.0
elephant1-dog2,dog,dog,0.9609375
elephant7-cat1,cat,cat,0.92138671875
elephant3-keyboard2,keyboard,keyboard,0.7822265625
elephant7-keyboard3,keyboard,keyboard,0.438232421875
elephant2-keyboard3,bottle,bottle,0.31005859375
elephant8-cat1,dog,dog,0.455322265625
elephant1-bottle1,bottle,bottle,0.9921875
bear2-cat2,bear,bear,0.923828125
bear7-bicycle2,bicycle,bicycle,0.84423828125
bear5-bottle1,bottle,bottle,0.98828125
bear2-car2,bottle,bottle,0.4130859375
bear3-chair2,chair,chair,0.9375
bear1-clock2,clock,clock,0.1783447265625
bear10-bottle1,bottle,bottle,0.9921875
bear10-knife2,knife,knife,0.42041015625
bear5-airplane3,bear,bear,0.94677734375
bear3-bird3,dog,dog,0.366943359375
bear3-keyboard2,keyboard,keyboard,0.998046875
bear4-keyboard3,bottle,bottle,0.466552734375
bear7-oven3,oven,oven,0.99609375
bear1-elephant1,elephant,elephant,0.99951171875
bear10-oven1,oven,oven,0.1937255859375
bear5-oven3,oven,oven,0.97265625
bear7-bear2,bear,bear,0.99951171875
bear1-bird2,bear,bear,0.473388671875
bear10-truck1,truck,truck,0.61865234375
bear8-bicycle3,bicycle,bicycle,0.216796875
bear3-dog3,dog,dog,0.921875
bear4-truck3,truck,truck,0.38134765625
bear8-knife3,bottle,bottle,0.1651611328125
bear6-cat3,cat,cat,0.9287109375
bear9-bottle2,bottle,bottle,0.99658203125
bear10-car2,car,car,0.41650390625
bear3-car2,car,car,0.79443359375
bear2-airplane1,airplane,airplane,0.89990234375
bear10-chair2,chair,chair,0.77392578125
bear10-keyboard3,bottle,bottle,0.76806640625
bear6-bottle3,bottle,bottle,0.89794921875
bear4-cat3,bear,bear,0.78857421875
bear2-dog1,bear,bear,0.98681640625
bear6-car2,car,car,0.62109375
bear2-bird3,bear,bear,0.9697265625
bear5-chair1,chair,chair,0.65185546875
bear8-boat2,boat,boat,0.849609375
bear9-keyboard3,keyboard,keyboard,0.9765625
bear6-bird2,cat,cat,0.26904296875
bear4-knife1,car,car,0.332763671875
bear7-clock1,clock,clock,0.78466796875
bear8-truck3,car,car,0.347412109375
bear8-bear1,bear,bear,0.99560546875
bear2-oven1,car,car,0.46728515625
bear9-boat2,keyboard,keyboard,0.24609375
bear6-bear1,cat,cat,0.7705078125
bear4-car3,car,car,0.84912109375
bear3-airplane1,airplane,airplane,0.45556640625
bear3-truck3,truck,truck,0.45654296875
bear1-bicycle3,elephant,elephant,0.306640625
bear4-oven2,oven,oven,0.66455078125
bear9-dog1,bear,bear,0.95654296875
bear10-clock1,clock,clock,0.84033203125
bear8-airplane1,airplane,airplane,0.73046875
bear4-elephant2,elephant,elephant,0.9736328125
bear10-cat2,dog,dog,0.373779296875
bear2-elephant1,elephant,elephant,0.99951171875
bear8-dog1,bear,bear,0.6875
bear5-bird1,bear,bear,0.96875
bear6-boat3,car,car,0.2171630859375
bear7-dog3,dog,dog,0.76220703125
bear9-knife2,knife,knife,0.286376953125
bear1-airplane3,bear,bear,0.25830078125
bear3-bicycle2,bicycle,bicycle,0.406494140625
bear4-boat2,boat,boat,0.6953125
bear2-keyboard2,keyboard,keyboard,0.978515625
bear2-knife2,bear,bear,0.243896484375
bear10-elephant1,elephant,elephant,0.99658203125
bear1-bear3,bear,bear,0.95849609375
bear3-cat1,cat,cat,0.92578125
bear8-bottle1,bottle,bottle,0.99169921875
bear8-elephant2,elephant,elephant,0.91455078125
bear4-clock3,clock,clock,0.85107421875
bear7-truck1,car,car,0.33154296875
bear10-bear2,bear,bear,0.64453125
bear1-chair2,chair,chair,0.407958984375
bear6-chair1,chair,chair,0.74365234375
bear6-clock1,clock,clock,0.8330078125
bear5-bicycle3,keyboard,keyboard,0.1580810546875
bear5-boat2,car,car,0.2296142578125
car10-bicycle2,car,car,0.90869140625
car4-car2,car,car,0.9775390625
car4-clock1,clock,clock,0.861328125
car4-oven2,oven,oven,0.8935546875
car6-bicycle3,car,car,0.4453125
car8-cat1,cat,cat,0.82275390625
car8-dog1,cat,cat,0.75439453125
car5-cat1,dog,dog,0.455078125
car7-elephant3,elephant,elephant,0.9501953125
car5-keyboard3,bottle,bottle,0.241455078125
car6-boat1,boat,boat,0.96142578125
car3-truck1,car,car,0.95654296875
car2-knife3,car,car,0.28515625
car10-keyboard2,keyboard,keyboard,0.89453125
car4-bird1,bottle,bottle,0.309326171875
car6-truck3,truck,truck,0.7734375
car1-oven3,oven,oven,0.9921875
car3-bird2,car,car,0.93115234375
car9-keyboard2,keyboard,keyboard,0.966796875
car5-bottle1,bottle,bottle,0.98583984375
car7-bird3,car,car,0.248779296875
car1-airplane1,car,car,0.66015625
car7-clock1,clock,clock,0.415771484375
car3-bottle3,bottle,bottle,0.955078125
car8-airplane3,car,car,0.88232421875
car9-truck3,car,car,0.5029296875
car8-clock2,car,car,0.97607421875
car9-bicycle2,car,car,0.9326171875
car1-clock2,clock,clock,0.69140625
car6-chair3,chair,chair,0.9130859375
car8-bear1,bear,bear,0.71044921875
car6-elephant3,elephant,elephant,0.98779296875
car4-elephant3,elephant,elephant,0.2626953125
car7-airplane2,car,car,0.8935546875
car6-bear1,bear,bear,0.70654296875
car5-knife2,car,car,0.7529296875
car7-keyboard3,car,car,0.94140625
car10-car1,car,car,0.96875
car9-knife1,car,car,0.88427734375
car8-knife2,car,car,0.671875
car1-car2,car,car,0.93798828125
car3-boat1,boat,boat,0.8681640625
car8-boat3,truck,truck,0.5439453125
car2-car3,car,car,0.96826171875
car3-elephant3,elephant,elephant,0.87353515625
car4-boat1,car,car,0.55078125
car1-keyboard2,keyboard,keyboard,0.98974609375
car8-chair1,chair,chair,0.79638671875
car10-bottle3,car,car,0.77490234375
car1-chair3,chair,chair,0.9716796875
car5-oven2,truck,truck,0.82421875
car6-knife1,car,car,0.92724609375
car9-clock2,car,car,0.986328125
car3-dog2,dog,dog,0.478515625
car8-bicycle2,car,car,0.9404296875
car7-dog3,dog,dog,0.556640625
car7-bear1,bear,bear,0.56005859375
car7-oven2,oven,oven,0.99560546875
car5-bear3,bear,bear,0.70068359375
car7-car1,car,car,0.9560546875
car9-cat1,cat,cat,0.64013671875
car4-bottle1,bottle,bottle,0.99169921875
car9-bird1,bottle,bottle,0.176025390625
car4-bear3,bear,bear,0.70947265625
car7-boat3,car,car,0.857421875
car10-elephant2,elephant,elephant,0.99951171875
car2-chair1,car,car,0.7548828125
car5-airplane3,car,car,0.7841796875
car6-bottle1,bottle,bottle,0.970703125
car4-bicycle3,bicycle,bicycle,0.456787109375
car10-dog1,cat,cat,0.82275390625
car2-bird3,car,car,0.30810546875
car5-truck3,truck,truck,0.908203125
car3-oven3,oven,oven,0.99365234375
car8-truck3,car,car,0.9501953125
car4-cat3,cat,cat,0.66357421875
car3-airplane3,car,car,0.496826171875
car10-chair1,car,car,0.8056640625
car2-cat3,cat,cat,0.325927734375
car1-dog2,cat,cat,0.50732421875
keyboard10-car1,car,car,0.876953125
keyboard3-clock3,clock,clock,0.421630859375
keyboard4-keyboard2,keyboard,keyboard,0.97021484375
keyboard9-bear2,dog,dog,0.429931640625
keyboard8-dog3,cat,cat,0.406982421875
keyboard9-bicycle2,bicycle,bicycle,0.7783203125
keyboard8-truck3,car,car,0.26123046875
keyboard8-keyboard2,keyboard,keyboard,0.99951171875
keyboard9-keyboard2,keyboard,keyboard,0.98193359375
keyboard9-chair2,chair,chair,0.82568359375
keyboard3-elephant2,elephant,elephant,0.9951171875
keyboard7-truck2,truck,truck,0.444091796875
keyboard8-airplane2,keyboard,keyboard,0.5322265625
keyboard5-keyboard1,keyboard,keyboard,0.99951171875
keyboard7-clock3,clock,clock,0.74169921875
keyboard5-dog3,dog,dog,0.446044921875
keyboard6-bicycle1,keyboard,keyboard,0.331787109375
keyboard9-boat2,boat,boat,0.896484375
keyboard1-car3,car,car,0.80517578125
keyboard2-elephant1,elephant,elephant,0.99853515625
keyboard4-knife2,bottle,bottle,0.4384765625
keyboard6-dog2,cat,cat,0.48681640625
keyboard2-knife1,keyboard,keyboard,0.317138671875
keyboard4-bird1,bird,bird,0.460693359375
keyboard8-oven1,keyboard,keyboard,0.97509765625
keyboard6-car2,car,car,0.55859375
keyboard3-car2,car,car,0.8525390625
keyboard4-oven2,keyboard,keyboard,0.46630859375
keyboard7-bear2,bear,bear,0.6962890625
keyboard4-truck3,truck,truck,0.57861328125
keyboard4-clock2,keyboard,keyboard,0.28662109375
keyboard5-bird3,keyboard,keyboard,0.5439453125
keyboard3-cat1,cat,cat,0.96044921875
keyboard5-airplane3,keyboard,keyboard,0.9990234375
keyboard9-truck3,truck,truck,0.442138671875
keyboard1-airplane2,car,car,0.7607421875
keyboard2-clock1,keyboard,keyboard,0.52099609375
keyboard7-dog1,cat,cat,0.462646484375
keyboard5-bottle1,bottle,bottle,0.984375
keyboard1-dog3,dog,dog,0.4501953125
keyboard10-boat2,boat,boat,0.9912109375
keyboard7-bottle1,bottle,bottle,0.98876953125
keyboard6-boat2,keyboard,keyboard,0.2200927734375
keyboard5-bicycle1,bicycle,bicycle,0.96484375
keyboard3-bird3,cat,cat,0.289794921875
keyboard4-cat2,cat,cat,0.5341796875
keyboard8-cat3,cat,cat,0.892578125
keyboard1-bear2,bear,bear,0.45458984375
keyboard1-clock1,keyboard,keyboard,0.88525390625
keyboard6-elephant1,elephant,elephant,0.9970703125
keyboard7-chair3,chair,chair,0.923828125
keyboard7-car3,car,car,0.83740234375
keyboard3-bicycle2,bicycle,bicycle,0.88525390625
keyboard5-oven2,keyboard,keyboard,0.75390625
keyboard7-boat2,boat,boat,0.97314453125
keyboard2-bicycle3,bicycle,bicycle,0.9228515625
keyboard10-oven3,oven,oven,0.98046875
keyboard5-bear3,dog,dog,0.52001953125
keyboard2-bottle1,bottle,bottle,0.98291015625
keyboard8-chair2,chair,chair,0.76220703125
keyboard1-elephant3,elephant,elephant,0.98779296875
